time,p-minimal-median,p-minimal-25th,p-minimal-75th,mip-pd-median,mip-pd-25th,mip-pd-75th,pareto-ihs-median,pareto-ihs-25th,pareto-ihs-75th
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.004133092525701584,0.005598442860913169,0.002509152716343283,0.06428514166609405,0.010734736877878032,0.0011602887750846028,0.25789376675603215
40,0.0011048863990040462,0.0,0.010243632336655591,0.010039538671955905,0.00463543109018739,0.1114174626079388,0.03125122075081058,0.0033852971117187968,0.3408512064343163
60,0.0011048863990040462,0.0,0.01240079365079365,0.013659874125587062,0.006776213670181448,0.14850603541079732,0.04883522790067738,0.013523243391372399,0.38829423592493295
80,0.001154048317664358,0.0,0.01240079365079365,0.01713629819449324,0.008708404645079002,0.17848553562839276,0.060611729810263075,0.021995429838127894,0.41000502680965145
100,0.001154048317664358,0.0,0.014384920634920634,0.0203838750803476,0.010576677480021866,0.20707357016880826,0.07055592117183199,0.02854956547554393,0.44309912607499735
120,0.0012873055040340513,0.0,0.018874029335634167,0.023828877545631354,0.012253689772756851,0.2297922536017774,0.0808279201992797,0.03337811703525486,0.47695563723905354
140,0.0014357615610411773,0.0,0.018874029335634167,0.026508262897214932,0.013835427675247937,0.24972800568038664,0.0900186561712066,0.03761240244316254,0.5092776813381945
160,0.0014357615610411773,0.0,0.018874029335634167,0.029449702756136037,0.015817379024910847,0.2707997852925389,0.09839493805239391,0.04135333860915899,0.5357229901465826
180,0.0016154228193640248,0.0,0.02253639417693169,0.03224325148795036,0.017399116927401932,0.29126409017713367,0.1056899568780604,0.04493215141674489,0.5526304901863437
200,0.0016154228193640248,0.0,0.030774231678486995,0.03458551576870404,0.018829363057534212,0.3065619967793881,0.1124443441759665,0.048516474389386915,0.564057690398173
220,0.0016154228193640248,0.0,0.03142857142857143,0.03744377592149074,0.020034408850489144,0.3222979573911251,0.11947255403685178,0.05146023820025447,0.564057690398173
240,0.0016154228193640248,0.0,0.03142857142857143,0.039786040202244424,0.021439610795255193,0.3405797101449275,0.12568630980699746,0.05497688947536124,0.568749379406216
260,0.0016154228193640248,0.0,0.03142857142857143,0.041866249975660574,0.022815407436033282,0.35682243912057576,0.13163325661236194,0.058138068280764114,0.571430344553669
280,0.0016154228193640248,0.0,0.03142857142857143,0.044462455621109745,0.02398161536090205,0.37139361673523164,0.13730638085474722,0.06157524910099844,0.5857519539059179
300,0.0016154228193640248,0.0,0.03142857142857143,0.046804719901863426,0.02532405314688005,0.3859647943498875,0.14297950509713248,0.064480791630003,0.6032318887546769
320,0.0016154228193640248,0.0,0.03142857142857143,0.048884929675279576,0.026398519850734783,0.40398550724637683,0.14837880677653859,0.06730077551373334,0.620711823603436
340,0.0016154228193640248,0.0,0.03142857142857143,0.05070308494135821,0.02747298655458952,0.41807568438003223,0.15378512205414263,0.07038842535035449,0.6405465465212689
360,0.0016154228193640248,0.0,0.03142857142857143,0.05247858017135863,0.02884650063476187,0.436451919371174,0.1583769832410071,0.07302557531376953,0.6592038754045648
380,0.0016154228193640248,0.0,0.03142857142857143,0.05406245429281849,0.029920967338616607,0.45380602834018985,0.16324266699085077,0.07557789324460908,0.6753433276795973
400,0.0016319893890726625,0.0,0.03142857142857143,0.05575666715420993,0.030900159652227435,0.4697686716320256,0.16783452817771521,0.07831304509576392,0.6902254199266838
420,0.0016639725719009607,0.0,0.03142857142857143,0.05718882550826386,0.03197462635608217,0.4845235854552625,0.17215958039979848,0.08069569896145247,0.7009671676466008
440,0.0016639725719009607,0.0,0.03142857142857143,0.05862098386231778,0.03298606227437428,0.4963118317155584,0.1762178236571005,0.08324801689229203,0.7093057268277491
460,0.0016639725719009607,0.0,0.03142857142857143,0.0600531422163717,0.033592698265988874,0.5108830093302144,0.18027606691440254,0.08544783683766527,0.7220581984082559
480,0.0017614738495039086,0.0,0.03142857142857143,0.06132380186241529,0.034613155920597063,0.5228549917990911,0.1840604876087254,0.08783049070335383,0.7428411535554393
500,0.0017614738495039086,0.0,0.03142857142857143,0.0627559602164692,0.035594613782341085,0.5346432380593871,0.18838553983080863,0.09009677193315102,0.7749360427931856
520,0.0017614738495039086,0.0,0.03142857142857143,0.06402661986251279,0.03659557154051719,0.546798956736845,0.19216996052513147,0.09245166555718828,0.8068952652285986
540,0.0017614738495039086,0.0,0.03142857142857143,0.06530639424478935,0.037156411094868044,0.5589546754143028,0.1956875722546731,0.09465920121678521,0.8260194391146772
560,0.0017614738495039086,0.0,0.03330357142857143,0.06664020289276029,0.03813560340847888,0.5697189284145805,0.199196469624756,0.09659907092349133,0.8413729128014843
580,0.0017614738495039086,0.0,0.03330357142857143,0.06797401154073125,0.039114795722089715,0.5804831814148584,0.2016287851167903,0.09856599060618738,0.8545383188240332
600,0.0017614738495039086,0.0,0.03330357142857143,0.0695816427516814,0.039704601927572046,0.5886482392693573,0.20492359712117497,0.1006468938531421,0.8664549735978307
